module,debug_id,debug_filename,url,size,compressed_size
libxul.so,15AC676477D4F1918402ECF6265456FF0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/15AC676477D4F1918402ECF6265456FF0/libxul.so.sym,162721524,27432737
libxul.so,5DFC93BFCB1F2863AEF87C374389B4530,libxul.so.sym,https://symbols.mozilla.org/libxul.so/5DFC93BFCB1F2863AEF87C374389B4530/libxul.so.sym,813489888,105945577
libxul.so,91C8C4BA85C55E15F8E031FFDCEE181A0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/91C8C4BA85C55E15F8E031FFDCEE181A0/libxul.so.sym,162721612,27432243
libxul.so,0F677F778FAE25FC336F2C95F8E5141C0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/0F677F778FAE25FC336F2C95F8E5141C0/libxul.so.sym,280128527,39030252
libxul.so,C076AFE3EEEC2A93A12B6D9F10F0E7AA0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/C076AFE3EEEC2A93A12B6D9F10F0E7AA0/libxul.so.sym,167458617,27636776
libxul.so,224145B23DB5A2CD00000000000000000,libxul.so.sym,https://symbols.mozilla.org/libxul.so/224145B23DB5A2CD00000000000000000/libxul.so.sym,101434598,11166886
libxul.so,CA5AE25BEBDCE2234FA72BAAFB7B606E0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/CA5AE25BEBDCE2234FA72BAAFB7B606E0/libxul.so.sym,191351296,31534676
libxul.so,856561BB20F10DD600000000000000000,libxul.so.sym,https://symbols.mozilla.org/libxul.so/856561BB20F10DD600000000000000000/libxul.so.sym,97393728,18094344
libxul.so,0371D63E1BABF48C6265500C051A42500,libxul.so.sym,https://symbols.mozilla.org/libxul.so/0371D63E1BABF48C6265500C051A42500/libxul.so.sym,196439212,32666758
libxul.so,CA2365927E27D6D5F6586569B721D7A60,libxul.so.sym,https://symbols.mozilla.org/libxul.so/CA2365927E27D6D5F6586569B721D7A60/libxul.so.sym,189546870,31277009
libxul.so,5EA55934FA8702E300000000000000000,libxul.so.sym,https://symbols.mozilla.org/libxul.so/5EA55934FA8702E300000000000000000/libxul.so.sym,171706344,29085810
libxul.so,5EEEBC72D9788B841240A46737FD10F70,libxul.so.sym,https://symbols.mozilla.org/libxul.so/5EEEBC72D9788B841240A46737FD10F70/libxul.so.sym,239446117,39449222
libxul.so,22E64BA15832A8053ECF675501B148560,libxul.so.sym,https://symbols.mozilla.org/libxul.so/22E64BA15832A8053ECF675501B148560/libxul.so.sym,239446117,39449219
libxul.so,9DF2069C5AAB134652AE0CD8B5C6A4730,libxul.so.sym,https://symbols.mozilla.org/libxul.so/9DF2069C5AAB134652AE0CD8B5C6A4730/libxul.so.sym,813486071,105944915
libxul.so,3B8592DCDAD970BC48041E678F402BCB0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/3B8592DCDAD970BC48041E678F402BCB0/libxul.so.sym,165739102,26992532
libxul.so,3104471E98E2168B9196D8C763C6DE360,libxul.so.sym,https://symbols.mozilla.org/libxul.so/3104471E98E2168B9196D8C763C6DE360/libxul.so.sym,415509709,57622179
libxul.so,070AA33391B35CC5D71BD720E156D9780,libxul.so.sym,https://symbols.mozilla.org/libxul.so/070AA33391B35CC5D71BD720E156D9780/libxul.so.sym,294445675,44986538
libxul.so,E80148F381B42BB500000000000000000,libxul.so.sym,https://symbols.mozilla.org/libxul.so/E80148F381B42BB500000000000000000/libxul.so.sym,140200627,23294005
libxul.so,0ABD53F6878B7550ED52B6ADC15CA96D0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/0ABD53F6878B7550ED52B6ADC15CA96D0/libxul.so.sym,190078972,30965691
libxul.so,65C67CF372F443D93B25FD0A9C86F1520,libxul.so.sym,https://symbols.mozilla.org/libxul.so/65C67CF372F443D93B25FD0A9C86F1520/libxul.so.sym,207562818,33409420
libxul.so,75289CF4EEF75882BD015F6E7CB4C16A0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/75289CF4EEF75882BD015F6E7CB4C16A0/libxul.so.sym,190159458,30971186
libxul.so,FA33F67A14C322059E7ABE752B3346DF0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/FA33F67A14C322059E7ABE752B3346DF0/libxul.so.sym,245973193,40958530
libxul.so,2D9AABF8C5183C698C9A7D5635CD96E70,libxul.so.sym,https://symbols.mozilla.org/libxul.so/2D9AABF8C5183C698C9A7D5635CD96E70/libxul.so.sym,262969625,42644952
libxul.so,430184024600E263191DE480E2E0E46F0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/430184024600E263191DE480E2E0E46F0/libxul.so.sym,207392521,33379067
libxul.so,25CDB77B1C7E679E3957F903AB87A75C0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/25CDB77B1C7E679E3957F903AB87A75C0/libxul.so.sym,155019648,26205725
libxul.so,D0CEB6C5935424D9EC2EA0491B8794DD0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/D0CEB6C5935424D9EC2EA0491B8794DD0/libxul.so.sym,262979054,42643591
libxul.so,3153C3C4FDAD06EE1DD1E673096C4F010,libxul.so.sym,https://symbols.mozilla.org/libxul.so/3153C3C4FDAD06EE1DD1E673096C4F010/libxul.so.sym,738899613,98581055
libxul.so,C143F3900711B27CAC7A62387FD6F0110,libxul.so.sym,https://symbols.mozilla.org/libxul.so/C143F3900711B27CAC7A62387FD6F0110/libxul.so.sym,134072526,22520774
libxul.so,9F3BD296C709825500000000000000000,libxul.so.sym,https://symbols.mozilla.org/libxul.so/9F3BD296C709825500000000000000000/libxul.so.sym,171113950,28988832
libxul.so,7EC4F4DE291756BAF9E52E5053EA38CC0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/7EC4F4DE291756BAF9E52E5053EA38CC0/libxul.so.sym,239443589,39444793
libxul.so,EBE02911DCDEA74000000000000000000,libxul.so.sym,https://symbols.mozilla.org/libxul.so/EBE02911DCDEA74000000000000000000/libxul.so.sym,120322976,22721194
libxul.so,666114C214AA3E64D718065A70787F1E0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/666114C214AA3E64D718065A70787F1E0/libxul.so.sym,190151894,30972404
libxul.so,E477407CF7927047E5656AA140EAADC00,libxul.so.sym,https://symbols.mozilla.org/libxul.so/E477407CF7927047E5656AA140EAADC00/libxul.so.sym,270062303,44259941
libxul.so,CC202BEC6E97E1B047F1FA9BC08B81850,libxul.so.sym,https://symbols.mozilla.org/libxul.so/CC202BEC6E97E1B047F1FA9BC08B81850/libxul.so.sym,200308821,32619393
libxul.so,98636923060AC20C61E08868059177A60,libxul.so.sym,https://symbols.mozilla.org/libxul.so/98636923060AC20C61E08868059177A60/libxul.so.sym,190154645,30972175
libxul.so,CF7F2644A8811CA07B8F0170253F7C8C0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/CF7F2644A8811CA07B8F0170253F7C8C0/libxul.so.sym,190050272,30959526
libxul.so,51B1C9D70EE1967B00000000000000000,libxul.so.sym,https://symbols.mozilla.org/libxul.so/51B1C9D70EE1967B00000000000000000/libxul.so.sym,97392296,18092677
libxul.so,ADDA83F7EA866315949530561D37A65C0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/ADDA83F7EA866315949530561D37A65C0/libxul.so.sym,280139963,39030153
libxul.so,0ACB586F258027D8F77ECF2EB75EEB360,libxul.so.sym,https://symbols.mozilla.org/libxul.so/0ACB586F258027D8F77ECF2EB75EEB360/libxul.so.sym,262949696,42640700
libxul.so,2A306FE445787A9BDE97B877E127CF000,libxul.so.sym,https://symbols.mozilla.org/libxul.so/2A306FE445787A9BDE97B877E127CF000/libxul.so.sym,239456017,39449393
libxul.so,D67480950B2518240B434815E3C94D120,libxul.so.sym,https://symbols.mozilla.org/libxul.so/D67480950B2518240B434815E3C94D120/libxul.so.sym,214281351,35167177
libxul.so,7AB2678F6FB9F94EABE30D91FF40711D0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/7AB2678F6FB9F94EABE30D91FF40711D0/libxul.so.sym,167441139,27636748
libxul.so,54367F0C56D21C586FEFCB22CC29B0930,libxul.so.sym,https://symbols.mozilla.org/libxul.so/54367F0C56D21C586FEFCB22CC29B0930/libxul.so.sym,265678535,41597269
libxul.so,C53ECBF32E1F7319C466BAC5431A5D360,libxul.so.sym,https://symbols.mozilla.org/libxul.so/C53ECBF32E1F7319C466BAC5431A5D360/libxul.so.sym,245960732,40955830
libxul.so,EBED7D8DC6C420583DF7A4D89753F9730,libxul.so.sym,https://symbols.mozilla.org/libxul.so/EBED7D8DC6C420583DF7A4D89753F9730/libxul.so.sym,181229951,28926904
libxul.so,A657C9BE48CEDAA9FAC4F4BAEC7641100,libxul.so.sym,https://symbols.mozilla.org/libxul.so/A657C9BE48CEDAA9FAC4F4BAEC7641100/libxul.so.sym,155019621,26205546
libxul.so,CA35951EDD7C7967269F8FF62C10318F0,libxul.so.sym,https://symbols.mozilla.org/libxul.so/CA35951EDD7C7967269F8FF62C10318F0/libxul.so.sym,196450339,32669079
libxul.so,50A3EB14BCACF81EF6574F2C97D354C40,libxul.so.sym,https://symbols.mozilla.org/libxul.so/50A3EB14BCACF81EF6574F2C97D354C40/libxul.so.sym,174684813,28499605
