"Time","mem.mean"
1638195300000,13.665212305915755
1638195600000,12.697085226928888
1638195900000,13.739666449405409
1638196200000,13.489156282272969
1638196500000,13.169886399147623
1638196800000,12.39512183991516
1638197100000,13.18884467605751
1638197400000,12.367453271468438
1638197700000,12.353802518444885
1638198000000,12.64797823022352
1638198300000,12.682348167614581
1638198600000,12.404943239256234
1638198900000,12.369397710125863
1638199200000,13.437395523624435
1638199500000,12.944267030951295
1638199800000,14.87014423568184
1638200100000,18.753371765758633
1638200400000,19.82937054750829
1638200700000,16.93605078556314
1638201000000,14.735561302892947
1638201300000,12.671554548944794
1638201600000,13.106538373397697
1638201900000,12.355563425902501
1638202200000,14.654331385918493
1638202500000,13.623892984445485
1638202800000,14.384446276449575
1638203100000,12.638905836589773
1638203400000,12.649848264340482
1638203700000,14.599817659272839
1638204000000,12.736336102174297
1638204300000,12.966280854322855
1638204600000,13.521839716746877
1638204900000,14.742277552745378
1638205200000,12.859540100575098
1638205500000,13.141920212539052
1638205800000,13.239072701172514
1638206100000,13.105442146501549
1638206400000,13.517216714632795
1638206700000,12.540354542595606
1638207000000,12.55679794603786
1638207300000,12.885373357023742
1638207600000,12.529015290629095
1638207900000,12.724421455094875
1638208200000,13.479379525656174
1638208500000,12.848696878878338
1638208800000,13.70630841376464
1638209100000,12.567403073205138
1638209400000,12.556584653021867
1638209700000,12.572031035621919
1638210000000,12.573598491274332
1638210300000,12.84243201657138
1638210600000,12.588643089355886
1638210900000,12.600026984046675
1638211200000,13.706447302240173
1638211500000,12.84270979352244
1638211800000,12.583960563609434
1638212100000,13.255501223706677
1638212400000,12.559461628586423
1638212700000,12.59084546375358
1638213000000,13.154752515617513
1638213300000,12.566351489033266
1638213600000,12.736737886692797
1638213900000,12.797774411385682
1638214200000,12.564456653402818
1638214500000,12.574620313630017
1638214800000,13.016851140323988
1638215100000,12.981533785117701
1638215400000,13.860122440111786
1638215700000,12.564288003111105
1638216000000,12.54748745787463
1638216300000,14.163182054021664
1638216600000,12.56684255900032
1638216900000,12.859847639342343
1638217200000,12.557442785388536
1638217500000,13.186979602243246
1638217800000,14.970798698019749
1638218100000,12.839351668596226
1638218400000,12.56849930010129
1638218700000,12.558990399830162
1638219000000,12.559203692846152
1638219300000,12.575880230515187
1638219600000,13.373000874005337
1638219900000,13.142520409165448
1638220200000,12.860720652617104
1638220500000,13.951064629767966
1638220800000,12.804570026081274
1638221100000,12.984901830649312
1638221400000,12.822769376678442
1638221700000,12.545324765898513
1638222000000,13.155665211313856
1638222300000,12.82177731613894
1638222600000,12.555870369433425
1638222900000,13.44270800781347
1638223200000,9.294897311813557
1638223500000,3.888763227887219
1638223800000,4.018881888248349
1638224100000,4.220845572880239
1638224400000,4.14036411944041
1638224700000,4.426517368243266
1638225000000,5.937583550057118
1638225300000,4.116806142042165
1638225600000,4.444959764524627
1638225900000,4.413372572615076
1638226200000,4.988891407619121
1638226500000,5.146931533471858
1638226800000,4.189355493309299
1638227100000,4.210208595505869
1638227400000,4.511353383197578
1638227700000,4.489299888343642
1638228000000,4.228164882364
1638228300000,5.3020004394826
1638228600000,4.32115067060779
1638228900000,4.340108938113806
1638229200000,5.018930985854712
1638229500000,4.342757738440392
1638229800000,4.3758925440239045
1638230100000,4.396175211693214
1638230400000,4.387707979188565
1638230700000,4.386765522143524
1638231000000,4.384513545835902
1638231300000,4.389850828890971
1638231600000,5.324019212234878
1638231900000,5.646101427227187
1638232200000,5.406062578155731
1638232500000,5.657227380658896
1638232800000,4.664770509229382
1638233100000,5.351791933262136
1638233400000,4.660658420332865
1638233700000,4.933489814271479
1638234000000,4.668828034823291
1638234300000,4.6522606320315365
1638234600000,4.67839149368033
1638234900000,4.6873200341070245
1638235200000,4.974526378132615
1638235500000,4.7010451848629495
1638235800000,4.743078769071735
1638236100000,4.719204844030799
1638236400000,5.070696679128594
1638236700000,5.253141482147631
1638237000000,5.021058954656408
1638237300000,4.740841673664823
1638237600000,4.733679000122519
1638237900000,4.934660445127423
1638238200000,4.717215763635741
1638238500000,4.7367791877706775
1638238800000,4.7399339387214425
1638239100000,4.729770283535722
1638239400000,4.733822848829393
1638239700000,5.2954726843706394
1638240000000,4.743182935376713
1638240300000,4.927423367081563
1638240600000,4.743480553390936
1638240900000,4.7265411280814
1638241200000,4.749368429772317
1638241500000,5.04683763498837
1638241800000,4.805022998432049
1638242100000,5.127576441946879
1638242400000,5.261628555853229
1638242700000,4.934278502009169
1638243000000,4.9361138130968785
1638243300000,4.9954092421306076
1638243600000,5.499837054137212
1638243900000,5.000523311675009
1638244200000,4.998846730194886
1638244500000,6.821618178905133
1638244800000,4.997318957721872
1638245100000,4.99363841494598
1638245400000,4.9763517686198515
1638245700000,4.978886482040985
1638246000000,5.006917138680571
1638246300000,5.00191715604162
1638246600000,5.0276015906690805
1638246900000,4.9988219286937
1638247200000,5.3263009503439225
1638247500000,5.393617184860966
1638247800000,4.994169167071345
1638248100000,5.465665545804156
1638248400000,5.023896246392002
1638248700000,5.44435113568554
1638249000000,5.0319765754781605
1638249300000,5.028429960808667
1638249600000,5.371300794094465
1638249900000,6.405260497607399
1638250200000,5.278354688252571
1638250500000,5.652152993516391
1638250800000,5.0192930877720165
1638251100000,5.013583782199169
1638251400000,5.013861559012444
1638251700000,5.0164805975376074
1638252000000,5.018757375346415
1638252300000,5.938868267818515
1638252600000,4.993395360234364
1638252900000,5.00262647897552
1638253200000,5.972340373818146
1638253500000,5.01080601406642
1638253800000,5.002557034772201
1638254100000,5.834394424225709
1638254400000,5.988734166101605
1638254700000,5.283200901584171
1638255000000,5.000959818095869
1638255300000,5.0060342052383735
1638255600000,6.01804458020235
1638255900000,7.030412096783394
1638256200000,5.020974629552377
1638256500000,5.471087153963255
1638256800000,5.063856425101698
1638257100000,6.464878346156536
1638257400000,5.134838321493923
1638257700000,5.078618278607168
1638258000000,5.079426807545807
1638258300000,6.602809414848262
1638258600000,5.901953713454367
1638258900000,5.401117158819389
1638259200000,5.830426184036067
1638259500000,5.679518969924212
1638259800000,8.28935613814833
1638260100000,5.906328698263449
1638260400000,5.333071760167499
1638260700000,5.364351413462353
1638261000000,5.415368101400441
1638261300000,5.557257489681335
1638261600000,5.301539131560555
1638261900000,5.069203628757242
1638262200000,6.168123424174619
1638262500000,5.361905985445487
1638262800000,5.061659012096683
1638263100000,5.501206097002639
1638263400000,5.1135239113753075
1638263700000,5.088687688088385
1638264000000,5.071515128667708
1638264300000,5.047095570600698
1638264600000,5.25881606561882
1638264900000,5.131936545855248
1638265200000,5.414495088558721
1638265500000,5.8307337226507645
1638265800000,6.087439180518718
1638266100000,6.086000693449973
1638266400000,5.133181581214748
1638266700000,5.124292723189949
1638267000000,5.126906801414876
1638267300000,5.208553343316765
1638267600000,5.81350659992748
1638267900000,5.215993793672344
1638268200000,5.521662375180245
1638268500000,5.539876597650702
1638268800000,5.249644470480509
1638269100000,5.68563005981626
1638269400000,6.828756050946252
1638269700000,6.643573162196361
1638270000000,5.738328289534709
1638270300000,7.455519747699289
1638270600000,6.706970759526132
1638270900000,6.5988461349588565
1638271200000,6.185539038306911
1638271500000,5.839339843562051
1638271800000,7.771198215085564
1638272100000,7.610881311424018
1638272400000,6.859430547612185
1638272700000,6.660616753810875
1638273000000,7.228457044047961
1638273300000,6.578439459783621
1638273600000,6.5677748142739585
1638273900000,6.563146854152788
1638274200000,7.01146871017809
1638274500000,6.528469395195552
1638274800000,6.525448572351188
1638275100000,7.158308478095561
1638275400000,6.655398517961496
1638275700000,7.118452465690844
1638276000000,7.251071052828687
1638276300000,7.566422140399314
1638276600000,7.040347578158212
1638276900000,6.783711564493575
1638277200000,6.776489367348427
1638277500000,7.919650080580077
1638277800000,6.7601054956654405
1638278100000,6.947723891831724
1638278400000,8.304197356457593
1638278700000,6.75755094104336
1638279000000,10.580935482862907
1638279300000,7.407504041404619
1638279600000,7.64872840223273
1638279900000,8.67682503086547
1638280200000,7.566456862500973
1638280500000,7.902050935339014
1638280800000,10.757670980309097
1638281100000,7.564805082522035
1638281400000,7.5684955458984025
1638281700000,7.537860731634365
1638282000000,7.9150221204589055
1638282300000,8.838952444113538
1638282600000,7.5435551563065015
1638282900000,9.097443610066831
1638283200000,8.19497154523769
1638283500000,7.528793302801032
1638283800000,7.520177261289271
1638284100000,8.097015536156373
1638284400000,7.532305195368865
1638284700000,7.8134649334054895
1638285000000,7.527206006725175
1638285300000,10.73786946176278
1638285600000,9.802426281257953
1638285900000,8.170353575161197
1638286200000,7.949015057983429
1638286500000,9.157339235429243
1638286800000,7.671044792999231
1638287100000,7.674631090070621
1638287400000,7.990111145447412
1638287700000,7.683351297887358
1638288000000,8.660163382369209
1638288300000,8.873401729259868
1638288600000,7.975279847738624
1638288900000,8.253646936741786
1638289200000,8.440818905886735
1638289500000,8.455387307682958
1638289800000,9.703572457833728
1638290100000,8.877970165778196
1638290400000,7.979089358320681
1638290700000,8.93698285769841
1638291000000,7.9453841182099065
1638291300000,7.948613273664227
1638291600000,8.230224399022424
1638291900000,8.229247219875724
1638292200000,9.364362326122876
1638292500000,9.189873844684072
1638292800000,8.38580917625782
1638293100000,8.890341154569404
1638293400000,8.463050971549205
1638293700000,7.964099331004308
1638294000000,7.989768884731054
1638294300000,9.757937348431826
1638294600000,8.388413333882273
1638294900000,8.081514597915582
1638295200000,8.91624880270753
1638295500000,8.385223860829848
1638295800000,8.256915774598005
1638296100000,8.10622681369658
1638296400000,8.368978877553499
1638296700000,6.842569867068914
1638297000000,4.372961006583806
1638297300000,4.310039598076792
1638297600000,4.446209760184365
1638297900000,5.006421108656864
1638298200000,4.624324221096454
1638298500000,4.934134653302296
1638298800000,4.902225041877335
1638299100000,4.574403759510755
1638299400000,4.894854035725074
1638299700000,5.159044586650741
1638300000000,4.6309809440145795
1638300300000,4.570431596949617
1638300600000,4.593506541177124
1638300900000,4.729622747641614
1638301200000,4.864776651564139
1638301500000,4.746383676967933
1638301800000,4.90638383569825
1638302100000,4.792231936738032
1638302400000,4.788219035931583
1638302700000,4.56241524049131
1638303000000,4.783992841262739
1638303300000,4.621408354571781
1638303600000,4.67408697826089
1638303900000,5.042013930569375
1638304200000,5.397996426583757
1638304500000,5.186577566049173
1638304800000,5.570987669630624
1638305100000,5.323323733456085
1638305400000,4.903873912573326
1638305700000,4.927708261615338
1638306000000,6.070368125365205
1638306300000,5.045421672045309
1638306600000,6.371529138421764
1638306900000,5.612917274719519
1638307200000,5.756498766367824
1638307500000,5.0750744792405555
1638307800000,5.824117881069326
1638308100000,5.094310609435128
1638308400000,5.389558918213213
1638308700000,5.8244155004122025
1638309000000,5.137485255441722
1638309300000,5.143918793570232
1638309600000,5.148080504048119
1638309900000,6.775532515409242
1638310200000,5.14020351210666
1638310500000,5.874093129060643
1638310800000,5.127663817126803
1638311100000,5.135416801008731
1638311400000,5.678874681423295
1638311700000,5.130248145087445
1638312000000,5.742892602075994
1638312300000,5.135010054573467
1638312600000,5.796082138970377
1638312900000,5.147777924382861
1638313200000,5.4033386937883865
1638313500000,5.437402469229237
1638313800000,4.829896705630601
1638314100000,4.562244860099854
1638314400000,4.513646067624169
1638314700000,5.184412688130423
1638315000000,4.845183790976558
1638315300000,4.529665168208077
1638315600000,4.871962512797732
1638315900000,5.672110319710162
1638316200000,4.939588687657119
1638316500000,4.903108257031608
1638316800000,4.913251180499916
1638317100000,5.480623155547222
1638317400000,4.673200320482287
1638317700000,5.22640328825256
1638318000000,4.6853437513474585
1638318300000,5.010804745464263
1638318600000,5.636637663487582
1638318900000,5.043354354538043
1638319200000,4.803584267488395
1638319500000,4.829405352936635
1638319800000,4.848929101817303
1638320100000,5.517043420536738
1638320400000,5.220757746074944
1638320700000,4.929716509550793
1638321000000,4.987951831391822
1638321300000,5.094048916667586
1638321600000,5.085390078887177
1638321900000,5.029696755166976
1638322200000,5.482182448280115
1638322500000,5.056851512213123
1638322800000,6.105167526199628
1638323100000,5.049235545456642
1638323400000,5.053091159963379
1638323700000,5.323485555734939
1638324000000,6.314208014664372
1638324300000,5.040967784310206
1638324600000,5.088473567731965
1638324900000,5.652972633660466
1638325200000,5.2367066534168565
1638325500000,5.236305549176884
1638325800000,5.235683837604926
1638326100000,5.2369122193398425
1638326400000,5.235237609137957
1638326700000,5.572455971288958
1638327000000,5.287210691032412
1638327300000,5.2888000665833035
1638327600000,5.286022419721493
1638327900000,6.439232206263844
1638328200000,5.2692662900966365
1638328500000,5.281800797595781
1638328800000,6.8883937479882125
1638329100000,5.627863508238179
1638329400000,5.271958702307453
1638329700000,5.346458801079372
1638330000000,5.62653986424627
1638330300000,5.6249504886953785
1638330600000,6.517638057572496
1638330900000,5.802378949247277
1638331200000,5.613749652794143
1638331500000,5.641295486474264
1638331800000,5.586404371234007
1638332100000,5.902690105861437
1638332400000,5.749062168148914
1638332700000,5.588384823418872
1638333000000,5.582644018984264
1638333300000,8.211456138749979
1638333600000,5.808726423844844
1638333900000,5.562363185850647
1638334200000,5.564819949320478
1638334500000,5.554782315715164
1638334800000,7.948281619297927
1638335100000,5.6718345605451805
1638335400000,6.22199916369766
1638335700000,5.531021903299784
1638336000000,5.53723400521636
1638336300000,5.833399348406163
1638336600000,5.530701019907806
1638336900000,5.537269101837358
1638337200000,5.534105392144574
1638337500000,6.277080803451904
1638337800000,5.812481762291588
1638338100000,6.92552597300368
1638338400000,5.8462747945092834
1638338700000,6.098408919756088
1638339000000,5.530841406391796
1638339300000,5.521430498161439
1638339600000,5.531041958511783
1638339900000,5.855725813163639
1638340200000,6.405278732350159
1638340500000,5.608921360505471
1638340800000,5.926119607278839
1638341100000,6.0668570574792415
1638341400000,5.608094083010528
1638341700000,5.619319987926763
1638342000000,5.61319312066118
1638342300000,5.604163261458796
1638342600000,5.605311422345718
1638342900000,7.149166655803427
1638343200000,6.239036066290498
1638343500000,5.598292098146197
1638343800000,5.60468469697076
1638344100000,5.938197858705015
1638344400000,5.593930089536494
1638344700000,6.124320253658321
1638345000000,6.191851166260715
1638345300000,5.633990375503762
1638345600000,5.718232293504016
1638345900000,5.825322111773714
1638346200000,5.816352418207325
1638346500000,5.8145123525064495
1638346800000,5.818723947026163
1638347100000,6.1325980424107565
1638347400000,5.816903936537288
1638347700000,5.870135482984656
1638348000000,7.123074824993206
1638348300000,6.132337324654774
1638348600000,6.305965322532932
1638348900000,5.818548463921175
1638349200000,6.284802060071376
1638349500000,6.422892222287959
1638349800000,5.803527110134199
1638350100000,5.812541927927585
1638350400000,5.813364191619528
1638350700000,5.813319067392532
1638351000000,5.804895878353106
1638351300000,6.66685384864532
1638351600000,8.765942640088163
1638351900000,6.126892334597146
1638352200000,6.136854761157467
1638352500000,6.137270906806438
1638352800000,5.802975591804237
1638353100000,5.974898896662512
1638353400000,5.807693580426916
1638353700000,6.993377768998052
1638354000000,6.837869655160657
1638354300000,
1638354600000,24.158144872834914
1638354900000,6.9278724328075185
1638355200000,5.9369544355611
1638355500000,5.93900006718496
1638355800000,6.767992282754423
1638356100000,6.729656745019037
1638356400000,6.371219968573484
1638356700000,6.689350782704787
1638357000000,6.618094614473645
1638357300000,7.557405537444585
1638357600000,7.143255382066829
1638357900000,7.344995773364071
1638358200000,6.89076527680705
1638358500000,6.713647672041129
1638358800000,7.2382519075013505
1638359100000,6.760621992344926
1638359400000,6.778370854963716
1638359700000,8.006852865939932
1638360000000,7.230049325793911
1638360300000,7.110655634963054
1638360600000,7.731549957031708
1638360900000,9.958881801599805
1638361200000,6.81611977774814
1638361500000,7.84487193242998
1638361800000,8.48168006521955
1638362100000,7.2185727307276935
1638362400000,7.641471972339852
1638362700000,7.629092892733695
1638363000000,6.967225772551835
1638363300000,7.2888010693439025
1638363600000,7.144358418726755
1638363900000,7.3167680624759965
1638364200000,6.956651662025557
1638364500000,7.786746914254943
1638364800000,6.936315677058943
1638365100000,6.924949385658718
1638365400000,7.9114201396444415
1638365700000,7.215058054824934
1638366000000,7.492296291691025
1638366300000,9.54941453822373
1638366600000,7.226499553270152
1638366900000,7.383932967459415
1638367200000,7.935100331211826
1638367500000,6.9400760293086865
1638367800000,8.695934908803938
1638368100000,7.831159181225916
1638368400000,7.0805728169651045
1638368700000,7.57113333005765
1638369000000,7.358046702572182
1638369300000,8.991338153937791
1638369600000,7.72551835202312
1638369900000,7.51306847751861
1638370200000,7.835280527291634
1638370500000,7.786060023243991
1638370800000,7.096902773334991
1638371100000,7.093012062207256
1638371400000,8.326031564898164
1638371700000,8.474420078476044
1638372000000,7.855160256185277
1638372300000,7.671635011185794
1638372600000,8.99662270229943
1638372900000,7.927644806151335
1638373200000,9.525293131992374
1638373500000,8.384572728722173
1638373800000,7.553203970530871
1638374100000,9.906031304180411
1638374400000,7.534858465355123
1638374700000,7.845679154712924
1638375000000,8.247996735011487
1638375300000,7.52582359234974
1638375600000,7.532351563855293
1638375900000,7.552812893896899
1638376200000,8.806609596218388
1638376500000,7.997261460801587
1638376800000,8.306282194882511
1638377100000,8.761726031765452
1638377400000,7.750823015762393
1638377700000,7.68505696181588
1638378000000,8.283334018553077
1638378300000,8.143499052892613
1638378600000,8.757589644290732
1638378900000,8.924774905314331
1638379200000,8.72887058070869
1638379500000,9.00618402461978
1638379800000,9.590151687595952
1638380100000,8.475783832891953
1638380400000,8.461940722809896
1638380700000,9.681016839358753
1638381000000,9.083020555589538
1638381300000,9.046414779889034
1638381600000,8.439674423688412
1638381900000,8.4325648510349
1638382200000,6.874921959747496
1638382500000,4.955193407929968
1638382800000,6.380611488701874
1638383100000,4.585634509558045
1638383400000,4.724280480436984
1638383700000,4.812207154967416
1638384000000,4.698040375040054
1638384300000,5.074186581534308
1638384600000,4.711300025382678
1638384900000,5.215590491657234
1638385200000,4.756552337849541
1638385500000,4.532092789774593
1638385800000,4.796869838164523
1638386100000,5.167877150671776
1638386400000,4.958060474266344
1638386700000,4.982266847486952
1638387000000,4.686319133253109
1638387300000,5.110719355872377
1638387600000,4.7358677935196365
1638387900000,4.764950163641035
1638388200000,4.7978966248974455
1638388500000,7.072879040554605
1638388800000,4.896478071902849
1638389100000,4.800213095449499
1638389400000,4.838829205187704
1638389700000,6.2731113820549425
1638390000000,5.424673040350238
1638390300000,4.960610079970317
1638390600000,5.3838942300538
1638390900000,5.120198531942988
1638391200000,6.446320879286587
1638391500000,5.090213383148198
1638391800000,5.390436895274698
1638392100000,5.389023203396036
1638392400000,5.091031836341108
1638392700000,5.074459399265277
1638393000000,5.360367420999426
1638393300000,5.095739182280934
1638393600000,5.404891274693725
1638393900000,5.829132766996791
1638394200000,5.109107251098464
1638394500000,5.1436013329378305
1638394800000,5.430050029811538
1638395100000,5.389033124040798
1638395400000,5.126106275899083
1638395700000,5.112465389350584
1638396000000,5.117291783027563
1638396300000,5.404916076305631
1638396600000,5.2784576175174776
1638396900000,5.111775904539588
1638397200000,5.112023920658652
1638397500000,5.766454133387037
1638397800000,5.6853975053546675
1638398100000,5.677108806655562
1638398400000,5.73071005030759
1638398700000,6.5344906096137
1638399000000,5.776235889122906
1638399300000,5.769971001955359
1638399600000,5.77598291268146
1638399900000,6.367213657950058
1638400200000,5.773859894702276
1638400500000,6.708196139083472
1638400800000,6.079544721770557
1638401100000,5.773983902761808
1638401400000,7.065770898582241
1638401700000,5.901389783124785
1638402000000,6.431355586662289
1638402300000,6.0768463063951454
1638402600000,6.413989498005454
1638402900000,6.088517944958279
1638403200000,6.086687585999589
1638403500000,6.085918736030491
1638403800000,6.095680650476835
1638404100000,7.037283767146593
1638404400000,6.095854261760179
1638404700000,6.104887008816478
1638405000000,6.107213400013293
1638405300000,6.110492173107315
1638405600000,6.10946042605201
1638405900000,6.106151891023702
1638406200000,6.4284141154901935
1638406500000,6.1052739139622165
1638406800000,6.599064086373102
1638407100000,6.1046538736645575
1638407400000,6.102843355995393
1638407700000,6.103131054693507
1638408000000,6.106315581662284
1638408300000,6.0974316442774255
1638408600000,6.108463401253374
1638408900000,6.415804975997
1638409200000,6.420318869363958
1638409500000,7.808112904873913
1638409800000,7.676133607275405
1638410100000,6.136613230767095
1638410400000,6.4389746418399225
1638410700000,6.591226777010691
1638411000000,6.778776566246593
1638411300000,6.112803683336987
1638411600000,6.578275375273189
1638411900000,6.123354289041954
1638412200000,6.552928127904889
1638412500000,6.8200365278140165
1638412800000,6.573369616438112
1638413100000,6.55601344842604
1638413400000,6.958861070298681
1638413700000,6.770869812370845
1638414000000,6.534064021888911
1638414300000,6.530284256234381
1638414600000,6.534108664790341
1638414900000,6.526370561875557
1638415200000,6.804485917148727
1638415500000,6.522799129761042
1638415800000,6.589064076452456
1638416100000,6.601990676578052
1638416400000,7.162001152778922
1638416700000,6.606167268023083
1638417000000,6.967115046741118
1638417300000,6.594247613340886
1638417600000,6.595924202305755
1638417900000,6.599098808629771
1638418200000,6.59320594564082
1638418500000,6.596732734853903
1638418800000,6.5984390857530615
1638419100000,7.703192165865244
1638419400000,6.5895650690129655
1638419700000,6.643285360402143
1638420000000,6.656182198593451
1638420300000,6.69329533065013
1638420600000,6.632263524070957
1638420900000,7.153370191835508
1638421200000,7.427884353059875
1638421500000,6.6459192915865986
1638421800000,6.605829966101157
1638422100000,6.870354038049641
1638422400000,6.599143451531202
1638422700000,7.937691406439887
1638423000000,7.692909417568866
1638423300000,7.2423186927764815
1638423600000,7.834670470903245
1638423900000,6.6084837385751385
1638424200000,6.605978775772596
1638424500000,6.595696027476218
1638424800000,7.211063701452085
1638425100000,7.499456844699251
1638425400000,6.605874609002589
1638425700000,6.884664568119611
1638426000000,6.610626597843847
1638426300000,6.594004557544205
1638426600000,6.589644434171066
1638426900000,9.668030424633356
1638427200000,7.017764898576289
1638427500000,6.947640821072244
1638427800000,7.23623237721466
1638428100000,6.589297211604377
1638428400000,6.588974790649594
1638428700000,6.586137486247506
1638429000000,6.5949817410533145
1638429300000,6.591306142168792
1638429600000,6.592992651778426
1638429900000,6.874034597256545
1638430200000,7.6051117114203475
1638430500000,6.561559088848301
1638430800000,7.241921866985979
1638431100000,6.841985954351145
1638431400000,6.977789660505616
1638431700000,6.5518715792376785
1638432000000,7.460394305946731
1638432300000,22.79156526940999
1638432600000,
1638432900000,38.80538943987048
1638433200000,7.274203645043299
1638433500000,6.828870861975062
1638433800000,6.7797091068542725
1638434100000,6.939074344319787
1638434400000,6.718930276716544
1638434700000,6.498066962368017
1638435000000,6.505596731742789
1638435300000,6.867482011390884
1638435600000,6.781737878708213
1638435900000,6.6285482426073825
1638436200000,7.4124081472303045
1638436500000,6.616817080175674
1638436800000,8.093981244029012
1638437100000,7.525969767827151
1638437400000,6.929500922123931
1638437700000,6.937680493730649
1638438000000,6.847511753483883
1638438300000,6.959307499312996
1638438600000,7.692755647575048
1638438900000,6.943305499311011
1638439200000,6.887878857022676
1638439500000,6.620090892947315
1638439800000,6.62171787868837
1638440100000,6.889798501784227
1638440400000,6.634029398838689
1638440700000,7.057968311476499
1638441000000,6.623002602185122
1638441300000,7.35308269155029
1638441600000,6.618325018179581
1638441900000,7.053429616497636
1638442200000,6.799257737358867
1638442500000,6.623429189909911
1638442800000,6.618964899766766
1638443100000,6.896604064091333
1638443400000,7.764258694701087
1638443700000,14.812251797868848
1638444000000,7.558787260701647
1638444300000,6.668052250051835
1638444600000,7.292953663644508
1638444900000,6.824292484417147
1638445200000,6.64830024632961
1638445500000,7.891327273142136
1638445800000,6.629867688360801
1638446100000,6.910046537744582
1638446400000,6.963002939487043
1638446700000,6.948221178790851
1638447000000,7.083270915943369
1638447300000,6.619282360399167
1638447600000,6.636073051659774
1638447900000,6.935225134151918
1638448200000,7.339119384047008
1638448500000,7.691728860842123
1638448800000,6.637977815454183
1638449100000,7.929258858391725
1638449400000,6.6258696685214975
1638449700000,7.551654317117378
1638450000000,7.559402340676925
1638450300000,6.6185234310748315
1638450600000,6.619912321341589
1638450900000,7.1052104218357375
1638451200000,6.625735739817202
1638451500000,6.9303838595077965
1638451800000,6.624703992761897
1638452100000,8.612478782221014
1638452400000,6.629421259346488
1638452700000,7.668747687249689
1638453000000,7.013017870057411
1638453300000,6.6210531954892815
1638453600000,6.901822323236432
1638453900000,6.9907113003088295
1638454200000,7.2997344243397055
1638454500000,6.6239252221480385
1638454800000,6.631658364740441
1638455100000,6.908999909722132
1638455400000,7.811123820559345
1638455700000,7.3343376332714625
1638456000000,7.075706424311929
1638456300000,6.794242851431401
1638456600000,7.8009650803225
1638456900000,6.804064289746319
1638457200000,9.156487258419899
1638457500000,7.204719449126438
1638457800000,6.803464090738186
1638458100000,6.823032562532305
1638458400000,7.399233530985645
1638458700000,7.67588559115634
1638459000000,6.712071803899485
1638459300000,4.938804873293369
1638459600000,5.84719733426122
