"Time","cpu.mean"
1638162000000,2.7714640178028276
1638162300000,3.2052723880979244
1638162600000,1.8516314013097883
1638162900000,3.5798161080464297
1638163200000,3.8115216959281497
1638163500000,2.261305947670195
1638163800000,2.7540782386436007
1638164100000,3.3271179307932783
1638164400000,5.784983484384412
1638164700000,3.0301944813063955
1638165000000,4.740710382385899
1638165300000,2.5824111047061393
1638165600000,3.7375414710913333
1638165900000,3.407785305724417
1638166200000,4.064489031062038
1638166500000,2.8864786083587575
1638166800000,3.7829054080179247
1638167100000,5.494745459018674
1638167400000,3.0961483486463095
1638167700000,5.350438837848202
1638168000000,3.5273143457780662
1638168300000,4.750249492017105
1638168600000,4.148659107569941
1638168900000,4.020089840048271
1638169200000,4.479833255201044
1638169500000,3.8235684648363133
1638169800000,2.6838160059732417
1638170100000,5.382799247150331
1638170400000,4.205783198249321
1638170700000,4.132646623531926
1638171000000,4.404757020942839
1638171300000,5.502413146956357
1638171600000,3.2183093548913178
1638171900000,7.646548753719003
1638172200000,3.481570926509235
1638172500000,5.911204648056568
1638172800000,3.0766980489866143
1638173100000,4.336410415394653
1638173400000,4.128651675536517
1638173700000,4.131156290418971
1638174000000,3.1084181150300054
1638174300000,4.578101079721705
1638174600000,4.028950021261366
1638174900000,3.7169962928411024
1638175200000,6.650024586875659
1638175500000,6.18071402604491
1638175800000,3.9029977881603344
1638176100000,4.203077285802067
1638176400000,4.7715823880208035
1638176700000,4.52706979502571
1638177000000,4.609959319279966
1638177300000,3.8602625901689294
1638177600000,5.243413204864936
1638177900000,10.306230214477239
1638178200000,5.520978987882202
1638178500000,5.403808838641893
1638178800000,4.5940938215388485
1638179100000,6.150927017230245
1638179400000,5.571517088124821
1638179700000,5.731106908302536
1638180000000,3.6596758802209877
1638180300000,5.781930019877734
1638180600000,5.5336564920970375
1638180900000,5.417026132403905
1638181200000,4.381723416794571
1638181500000,4.530144337902243
1638181800000,4.378775863941897
1638182100000,3.9298125980056824
1638182400000,5.45696195585036
1638182700000,4.310994810478277
1638183000000,3.9356237431032923
1638183300000,3.173183140232851
1638183600000,7.77267019719487
1638183900000,5.274753358735367
1638184200000,4.7065188201556225
1638184500000,8.443084604756677
1638184800000,3.5193775106036753
1638185100000,4.144944866003911
1638185400000,4.956044713934148
1638185700000,5.4497597923699175
1638186000000,4.865058799213372
1638186300000,4.1900604223337155
1638186600000,7.417478631951852
1638186900000,5.483007052592441
1638187200000,5.532737496851382
1638187500000,4.0411134611646276
1638187800000,6.402445066994218
1638188100000,5.038661219887359
1638188400000,6.146541858449581
1638188700000,2.59278056043793
1638189000000,6.870928061661246
1638189300000,4.01830584087125
1638189600000,8.121538913693115
1638189900000,4.327239990527033
1638190200000,6.720929848394462
1638190500000,6.960558753077507
1638190800000,6.03334575737145
1638191100000,5.395135721443168
1638191400000,5.172361140243083
1638191700000,5.214976663223311
1638192000000,5.86120636174644
1638192300000,4.550913617393377
1638192600000,6.446195554011069
1638192900000,7.517009688715092
1638193200000,6.290694705220957
1638193500000,5.2906291169200586
1638193800000,4.4919360823516
1638194100000,5.138118353254782
1638194400000,4.309981736923916
1638194700000,4.751127625078993
1638195000000,5.684196464521847
1638195300000,4.831873948130408
1638195600000,6.082977701684911
1638195900000,6.226835901865428
1638196200000,5.524765612393779
1638196500000,6.553022896086219
1638196800000,9.173880499156112
1638197100000,6.449405341383013
1638197400000,3.7233590163735357
1638197700000,4.214879403864742
1638198000000,5.658293245322554
1638198300000,5.74222395220302
1638198600000,5.882014014702108
1638198900000,4.406454304714401
1638199200000,5.367736335032646
1638199500000,7.427188860796747
1638199800000,12.046404790690133
1638200100000,49.40663178145484
1638200400000,47.22475082017755
1638200700000,46.19376740861935
1638201000000,16.907903181474026
1638201300000,4.465007636872656
1638201600000,4.613201928239434
1638201900000,5.758735878726128
1638202200000,7.081950356633655
1638202500000,3.4360295367750524
1638202800000,5.137151884705347
1638203100000,3.82352733057364
1638203400000,4.823079669653964
1638203700000,5.599550437838047
1638204000000,3.5959638926790234
1638204300000,4.486975345175495
1638204600000,5.272356137463873
1638204900000,5.121834976712449
1638205200000,5.83462509661463
1638205500000,4.736717147942528
1638205800000,3.670860347611324
1638206100000,3.8789842509811194
1638206400000,6.161332561251044
1638206700000,5.461437934626332
1638207000000,3.5974759804412315
1638207300000,5.355387649198249
1638207600000,4.5440965613524895
1638207900000,5.070775398419997
1638208200000,5.150907064161146
1638208500000,4.189737137953074
1638208800000,7.046917736890933
1638209100000,2.572660702523649
1638209400000,4.466115048034567
1638209700000,4.503067050051499
1638210000000,3.8951801803973893
1638210300000,2.5601070215171404
1638210600000,4.377075524477775
1638210900000,4.554260138300634
1638211200000,4.779901084999253
1638211500000,5.070831340229375
1638211800000,5.445870683679274
1638212100000,4.941582419826631
1638212400000,2.701664870495847
1638212700000,3.5357146205550265
1638213000000,5.044894671102995
1638213300000,5.598965047451216
1638213600000,3.3051733395145533
1638213900000,3.111189073914133
1638214200000,2.9477492035106962
1638214500000,4.350851994942801
1638214800000,3.9397673627990457
1638215100000,4.613093372027365
1638215400000,5.047307745364819
1638215700000,3.2577175437001813
1638216000000,3.9763614882976412
1638216300000,4.481718762976271
1638216600000,3.2119050558355298
1638216900000,3.3745570232024704
1638217200000,4.512305357940434
1638217500000,3.9590062976111255
1638217800000,3.555547254105335
1638218100000,3.0824041784971854
1638218400000,4.171385503630688
1638218700000,3.108254479346101
1638219000000,3.0639011722679754
1638219300000,5.257975951842525
1638219600000,4.244028471058215
1638219900000,2.5155028991256927
1638220200000,4.67635873732462
1638220500000,2.852601401021147
1638220800000,3.371204869909292
1638221100000,2.461233410723125
1638221400000,2.8019276811451164
1638221700000,3.9245436850696507
1638222000000,3.584753498568446
1638222300000,2.731041974768118
1638222600000,2.7087114809829274
1638222900000,4.384606287390838
1638223200000,5.339083227181234
1638223500000,3.688556332679866
1638223800000,3.107960506814294
1638224100000,6.407451724348732
1638224400000,6.28570948976747
1638224700000,1.9251458162018622
1638225000000,2.4136032242079466
1638225300000,2.736776265517335
1638225600000,3.0461281282852894
1638225900000,1.9365419976405462
1638226200000,1.6066305690102496
1638226500000,2.708205284917682
1638226800000,2.2067146537106908
1638227100000,1.6962728747378577
1638227400000,3.4340187735195826
1638227700000,1.787464823452794
1638228000000,2.5250673100395886
1638228300000,5.771274620759613
1638228600000,1.0434325649214884
1638228900000,2.988502527296575
1638229200000,1.801581152053842
1638229500000,2.5892679609632125
1638229800000,3.3071423452442446
1638230100000,1.3887180278826747
1638230400000,1.9680272757807131
1638230700000,1.0767098911707365
1638231000000,1.6077826560639181
1638231300000,2.1490689587594147
1638231600000,2.0954532645387616
1638231900000,2.164334903012417
1638232200000,1.4119617808809437
1638232500000,1.4170839703610483
1638232800000,1.182800102442016
1638233100000,1.6183668159607834
1638233400000,1.120679077708445
1638233700000,1.8246052967265456
1638234000000,1.3280508464311112
1638234300000,1.8234273653751956
1638234600000,1.994921565102274
1638234900000,2.855376610215501
1638235200000,1.7537038979682649
1638235500000,2.5767866799640586
1638235800000,1.2772137294774382
1638236100000,2.5751844850409498
1638236400000,2.783644710230334
1638236700000,1.0199104807831105
1638237000000,2.4308426285928704
1638237300000,1.6927687178630748
1638237600000,1.9301639094728245
1638237900000,2.2065685109030824
1638238200000,1.4922772391684163
1638238500000,2.853729051112893
1638238800000,1.9098314800241099
1638239100000,1.5660152719775624
1638239400000,1.6682918431758083
1638239700000,1.9882536604526422
1638240000000,2.0196035396496654
1638240300000,1.9575775617554427
1638240600000,1.0090426185568475
1638240900000,2.194764412929402
1638241200000,2.788831518570447
1638241500000,4.156082043794044
1638241800000,2.318859840206855
1638242100000,3.2651376968106405
1638242400000,1.4217802874550785
1638242700000,4.1541232419789225
1638243000000,1.800164917028468
1638243300000,2.504563266020739
1638243600000,2.885079460826944
1638243900000,2.3859863059407473
1638244200000,1.6800758311193533
1638244500000,2.0472937687899275
1638244800000,2.082330659974474
1638245100000,1.929861252282791
1638245400000,3.7388094134470578
1638245700000,1.8385231402601079
1638246000000,3.5223843707507854
1638246300000,2.448695628891244
1638246600000,2.037796648358963
1638246900000,1.9502841781367835
1638247200000,1.8065718397148345
1638247500000,3.51923087610308
1638247800000,2.125295616457066
1638248100000,3.2246041573702087
1638248400000,2.0289917545166247
1638248700000,2.7595123110649524
1638249000000,0.9164266174839213
1638249300000,4.337977760773242
1638249600000,3.8571784043369206
1638249900000,2.197523842194073
1638250200000,3.158208273608892
1638250500000,3.409364859251184
1638250800000,3.1965731939117887
1638251100000,3.1629939442061357
1638251400000,2.9586337715992954
1638251700000,2.9062597523595173
1638252000000,3.457732980842323
1638252300000,4.011301308392177
1638252600000,4.056702593697153
1638252900000,6.164671626814126
1638253200000,3.291779615677285
1638253500000,2.7203101113424566
1638253800000,4.003265276924907
1638254100000,4.099052156354702
1638254400000,4.603511437697591
1638254700000,2.429095827625318
1638255000000,4.833242064388614
1638255300000,3.864719081913549
1638255600000,4.555983298608865
1638255900000,4.629515361708215
1638256200000,2.8866420415086793
1638256500000,3.169452482934261
1638256800000,4.760733532188027
1638257100000,4.243788214249051
1638257400000,5.021725165703131
1638257700000,5.217348543104549
1638258000000,4.500236104653226
1638258300000,3.691893740205657
1638258600000,3.6677328832087
1638258900000,4.107560000067764
1638259200000,3.976314484197715
1638259500000,6.99664551626654
1638259800000,5.584071059484316
1638260100000,5.719076227754982
1638260400000,5.016584100957701
1638260700000,3.7528124179052753
1638261000000,5.037748735822333
1638261300000,4.034289805299181
1638261600000,3.926316519458595
1638261900000,3.657880618448985
1638262200000,3.344041166407152
1638262500000,4.6254169387927675
1638262800000,4.896625349917372
1638263100000,5.202744804312459
1638263400000,7.417836272301514
1638263700000,6.136760673024057
1638264000000,4.733858150734989
1638264300000,3.365490503780677
1638264600000,5.378313699892459
1638264900000,3.9000599315001807
1638265200000,3.6517163869997233
1638265500000,3.8029997159498095
1638265800000,3.2686696684090606
1638266100000,3.759016532028255
1638266400000,5.923282783957177
1638266700000,5.1618786571723945
1638267000000,4.4465022169085415
1638267300000,6.9907126878997445
1638267600000,5.8142852223471095
1638267900000,5.2687117289671335
1638268200000,6.318505115899953
1638268500000,5.746364752140792
1638268800000,5.657731606065241
1638269100000,3.9719855473937287
1638269400000,6.415517533037104
1638269700000,4.914890949902087
1638270000000,5.15290297511558
1638270300000,5.150913838081536
1638270600000,4.814977891902885
1638270900000,5.911887605873673
1638271200000,7.809434300028485
1638271500000,4.166696704863455
1638271800000,3.7549106693157626
1638272100000,4.293286397693635
1638272400000,4.565017917840009
1638272700000,3.8240613479692342
1638273000000,6.197927016065947
1638273300000,3.0984497350938938
1638273600000,5.330806919950206
1638273900000,2.826416479337823
1638274200000,4.032305950339904
1638274500000,5.783657539234852
1638274800000,5.906442060251322
1638275100000,4.371017770634268
1638275400000,4.341984823709083
1638275700000,4.326412656177453
1638276000000,7.071816881168957
1638276300000,7.196903259747685
1638276600000,4.416987532876107
1638276900000,9.799117328029865
1638277200000,5.412531195273743
1638277500000,6.666764243175223
1638277800000,4.048271117142562
1638278100000,3.231506597122504
1638278400000,6.209115055554975
1638278700000,5.263708091460444
1638279000000,6.837783710714646
1638279300000,5.6923602122500085
1638279600000,4.524437933201511
1638279900000,7.154129565941133
