"Time","processor.rule.act.timing.mean"
1638162000000,7922.983086202294
1638162300000,6646.897557191551
1638162600000,4677.208802592941
1638162900000,7438.12829318922
1638163200000,6109.986865799874
1638163500000,7771.85512741562
1638163800000,8450.438789237523
1638164100000,9976.325671211816
1638164400000,10611.277571809478
1638164700000,8916.049358807504
1638165000000,9899.89831338171
1638165300000,4015.684859827161
1638165600000,11606.627559987828
1638165900000,8975.91968550114
1638166200000,7495.5711057642475
1638166500000,6744.974053261103
1638166800000,11986.510984250344
1638167100000,8229.848554218188
1638167400000,9384.092436404899
1638167700000,9717.08105824655
1638168000000,8887.831166473916
1638168300000,10015.896247397177
1638168600000,8745.725437975489
1638168900000,7674.252540804446
1638169200000,7163.297295779921
1638169500000,7141.960304812528
1638169800000,8519.977683201432
1638170100000,8769.758290820755
1638170400000,9614.106244803406
1638170700000,8810.186720616184
1638171000000,9736.05314141605
1638171300000,9848.55349760037
1638171600000,9002.558124018833
1638171900000,7870.6518361810595
1638172200000,9055.193345434964
1638172500000,8112.828031810932
1638172800000,5485.383299621753
1638173100000,6852.628395007923
1638173400000,4624.048908404075
1638173700000,9456.642230623402
1638174000000,4056.5210558008403
1638174300000,7509.726271993713
1638174600000,9117.459245421924
1638174900000,6472.807055013254
1638175200000,8838.543048826978
1638175500000,9220.5069814343
1638175800000,8488.644576747902
1638176100000,4237.937084212899
1638176400000,7923.418344755191
1638176700000,7980.976284598
1638177000000,5445.779020804912
1638177300000,6167.828633147292
1638177600000,5835.417251539184
1638177900000,16572.227560007013
1638178200000,7105.802857642993
1638178500000,9542.10467019584
1638178800000,8472.319330496248
1638179100000,7889.099350257311
1638179400000,9742.458131583408
1638179700000,10289.167837216519
1638180000000,7557.241906004492
1638180300000,8827.26612817496
1638180600000,8917.10771569827
1638180900000,10473.433856619522
1638181200000,4761.591231590137
1638181500000,6584.157325210981
1638181800000,7678.0897677876055
1638182100000,8079.117150666813
1638182400000,8798.369514429942
1638182700000,8947.105489624664
1638183000000,8795.333031588234
1638183300000,7321.809988212772
1638183600000,7196.901726274518
1638183900000,9675.04690058995
1638184200000,6848.421636619605
1638184500000,8568.450808571652
1638184800000,6843.321825820021
1638185100000,8168.16112624947
1638185400000,8315.176984597929
1638185700000,12083.710320200771
1638186000000,9855.98075168673
1638186300000,10776.228478731355
1638186600000,8926.776061300188
1638186900000,8428.617349988781
1638187200000,6942.63573938515
1638187500000,7686.6284582647495
1638187800000,7574.448898201808
1638188100000,7762.592345272424
1638188400000,8546.248312992975
1638188700000,6164.274206996197
1638189000000,10619.59061617963
1638189300000,6026.638325001113
1638189600000,11236.385757988319
1638189900000,9907.410085620359
1638190200000,7738.059800793417
1638190500000,10135.026763717178
1638190800000,8160.57444002945
1638191100000,11420.425599394366
1638191400000,8526.628871588036
1638191700000,8214.00940201711
1638192000000,7829.397850180976
1638192300000,9959.379166411236
1638192600000,11518.722727010027
1638192900000,10870.598761620931
1638193200000,5532.408501952887
1638193500000,9212.754329806194
1638193800000,8806.405781838112
1638194100000,9728.577334014699
1638194400000,7661.613311595283
1638194700000,7434.235199994873
1638195000000,7282.579994620755
1638195300000,9682.163787004538
1638195600000,11088.965012785047
1638195900000,12330.063926591538
1638196200000,6925.337587785907
1638196500000,11884.761656820774
1638196800000,11735.48881879542
1638197100000,10083.96761578042
1638197400000,6322.267379524419
1638197700000,8073.996562231332
1638198000000,8656.313262996264
1638198300000,9599.8196111992
1638198600000,8898.746597603895
1638198900000,8689.396059629507
1638199200000,9991.386218182743
1638199500000,10671.53239720501
1638199800000,10583.569206646644
1638200100000,5357.280730409548
1638200400000,4374.985411204398
1638200700000,5007.372647779994
1638201000000,7995.209637610242
1638201300000,10598.468782380223
1638201600000,10970.33238899894
1638201900000,7242.473478592001
1638202200000,10680.432197032496
1638202500000,9539.996030012844
1638202800000,8067.721505789086
1638203100000,8964.218054618686
1638203400000,9364.95359139517
1638203700000,11761.33124558255
1638204000000,10276.571058598347
1638204300000,12584.667787980288
1638204600000,8413.726843800396
1638204900000,9649.76959801279
1638205200000,11000.466114399023
1638205500000,8360.646571987309
1638205800000,9742.195741622709
1638206100000,8625.517460214905
1638206400000,7377.850162959658
1638206700000,10368.21976362262
1638207000000,10832.937870174646
1638207300000,7735.308530204929
1638207600000,9783.94940297585
1638207900000,9986.016884236597
1638208200000,10715.450668218546
1638208500000,11565.770784788765
1638208800000,9765.498460223898
1638209100000,8129.118348006159
1638209400000,9584.824559773551
1638209700000,8309.458956192248
1638210000000,8092.889969731914
1638210300000,8674.372643698007
1638210600000,9387.435255595483
1638210900000,7548.359774192795
1638211200000,9893.965862388723
1638211500000,8504.680606815964
1638211800000,12004.67467980925
1638212100000,8164.77722718264
1638212400000,10672.546641726512
1638212700000,12607.188902329654
1638213000000,10974.397041625343
1638213300000,8451.69984861277
1638213600000,8254.795945016667
1638213900000,8702.737932186574
1638214200000,12384.425319304379
1638214500000,7366.193486168049
1638214800000,7380.291169247357
1638215100000,14205.991223012097
1638215400000,8777.991073182784
1638215700000,9510.658441489795
1638216000000,10301.770656602457
1638216300000,9084.151639370248
1638216600000,10485.535693005659
1638216900000,8747.651092405431
1638217200000,7304.37403540127
1638217500000,8636.704595037736
1638217800000,6668.186154798605
1638218100000,10648.612315626815
1638218400000,11754.400055477163
1638218700000,6706.395928777056
1638219000000,11362.01629351126
1638219300000,10460.729069949593
1638219600000,13865.681036002934
1638219900000,10814.290927228285
1638220200000,8142.848847177811
1638220500000,5057.594886398874
1638220800000,7675.086950242985
1638221100000,6862.58035863284
1638221400000,9283.595606742892
1638221700000,7959.729764400981
1638222000000,7016.337734600529
1638222300000,6829.639840009622
1638222600000,6192.734524724074
1638222900000,7059.391801361926
1638223200000,8842.20545219414
1638223500000,9168.98946
1638223800000,9283.145461199978
1638224100000,6176.800707000008
1638224400000,10168.544338833317
1638224700000,6821.701520400007
1638225000000,11939.553167249982
1638225300000,9694.03610674999
1638225600000,9901.972772199997
1638225900000,8338.040705750018
1638226200000,4971.218993799948
1638226500000,9511.003038333456
1638226800000,8582.424335000156
1638227100000,8896.019748000072
1638227400000,8392.566738599999
1638227700000,10242.565868199836
1638228000000,8017.972112999928
1638228300000,12221.050287999878
1638228600000,8576.5375914998
1638228900000,5209.018300200114
1638229200000,8395.147788249915
1638229500000,7800.896405499998
1638229800000,8039.06767879962
1638230100000,7011.541929666237
1638230400000,6627.425565500062
1638230700000,5940.572479499906
1638231000000,5707.5684480001655
1638231300000,8432.397549800044
1638231600000,5531.770632666546
1638231900000,9527.297879666548
1638232200000,2783.017198666736
1638232500000,8133.844029250213
1638232800000,4333.338086000003
1638233100000,6367.666748000556
1638233400000,8371.05470700044
1638233700000,7501.898761400298
1638234000000,5982.871399400028
1638234300000,5832.687509199968
1638234600000,10774.241429749509
1638234900000,7547.573975750765
1638235200000,5358.41862774987
1638235500000,6025.75037150018
1638235800000,5969.120477500383
1638236100000,8065.757829999711
1638236400000,7501.456385200072
1638236700000,6093.552694000664
1638237000000,9224.45384439925
1638237300000,5207.11231075029
1638237600000,7971.998242000457
1638237900000,9082.901131000199
1638238200000,7454.9340450003
1638238500000,10787.199346332878
1638238800000,6985.756270400088
1638239100000,8330.52212300087
1638239400000,4952.317149334097
1638239700000,13681.581477333262
1638240000000,9578.160688199932
1638240300000,6368.808598600299
1638240600000,6258.7410680001385
1638240900000,6609.805121799582
1638241200000,8218.955815200752
1638241500000,7487.952008398861
1638241800000,9204.585666998355
1638242100000,7052.9522867997
1638242400000,4891.8527336669895
1638242700000,6932.2750545994495
1638243000000,4945.181237500037
1638243300000,4297.378506198584
1638243600000,7797.355538249576
1638243900000,7640.065710399358
1638244200000,10818.174036999457
1638244500000,7904.31302066645
1638244800000,9458.905552000215
1638245100000,9131.692164000318
1638245400000,11163.666895600181
1638245700000,6327.979387249798
1638246000000,4793.016444599198
1638246300000,8113.24885833407
1638246600000,6602.909188201011
1638246900000,4980.448231598712
1638247200000,9234.196982333136
1638247500000,8858.113007000065
1638247800000,7913.983843666453
1638248100000,5873.880977800582
1638248400000,5203.590431250632
1638248700000,5654.386569999042
1638249000000,1871.8071710000004
1638249300000,6484.515335750984
1638249600000,6517.765105400031
1638249900000,10619.03963366664
1638250200000,8663.329243599583
1638250500000,8973.179869997693
1638250800000,7145.629690799979
1638251100000,6307.611786999769
1638251400000,7970.513693201065
1638251700000,10773.412906499289
1638252000000,8594.000966800377
1638252300000,7620.707694250086
1638252600000,8734.694745250636
1638252900000,6559.795331599889
1638253200000,8219.323959600297
