"Time","processor.rule.act.timing.mean"
1638162000000,6984.724109701347
1638162300000,6789.780020003673
1638162600000,6716.634759001317
1638162900000,7591.401923200465
1638163200000,8158.297100896016
1638163500000,7426.57823379559
1638163800000,7063.6635863018455
1638164100000,6993.2379207981285
1638164400000,7546.928557194769
1638164700000,7431.943236998632
1638165000000,7788.907888598624
1638165300000,7171.072876901599
1638165600000,7355.606755299959
1638165900000,8007.10111890221
1638166200000,7930.294221302029
1638166500000,8850.927086904994
1638166800000,8405.226876703091
1638167100000,8386.54523100704
1638167400000,8837.900944799185
1638167700000,8380.045685794903
1638168000000,8400.84223249869
1638168300000,8718.733914897894
1638168600000,8199.461630001315
1638168900000,8404.138447294827
1638169200000,8755.724564797129
1638169500000,8549.259750192869
1638169800000,7398.7321179010905
1638170100000,8983.539652902982
1638170400000,8355.603300701478
1638170700000,8611.64274479961
1638171000000,7206.663516728776
1638171300000,7318.432172132228
1638171600000,7446.389223063056
1638171900000,7032.6922734654545
1638172200000,7216.669349469521
1638172500000,7000.340782597975
1638172800000,7429.645978934074
1638173100000,8268.7586453329
1638173400000,7846.429042401421
1638173700000,7419.966464598413
1638174000000,7680.68203453043
1638174300000,7264.143045398881
1638174600000,8258.427873332736
1638174900000,8998.181371935181
1638175200000,7853.657501329265
1638175500000,7875.973424800456
1638175800000,7703.237979865845
1638176100000,7112.517101795977
1638176400000,7769.868859329654
1638176700000,8342.48296859617
1638177000000,7424.780599602552
1638177300000,7791.780812667458
1638177600000,7659.601546733757
1638177900000,7987.102005000513
1638178200000,8163.648781064511
1638178500000,7507.763375736309
1638178800000,7930.250760662481
1638179100000,7098.303676798726
1638179400000,7274.118571397412
1638179700000,7581.923093602866
1638180000000,7143.153876994256
1638180300000,7891.071270195001
1638180600000,9222.029467335475
1638180900000,7130.591171665098
1638181200000,7123.372862202086
1638181500000,7726.582198867618
1638181800000,8336.287364000722
1638182100000,8037.178973066936
1638182400000,7677.464194665542
1638182700000,7656.360223002533
1638183000000,6999.297111264362
1638183300000,6984.741632669466
1638183600000,7458.377461868197
1638183900000,8236.995592936364
1638184200000,8118.718730134181
1638184500000,8705.269894337835
1638184800000,7730.589559341873
1638185100000,6861.698178734757
1638185400000,7670.563504805493
1638185700000,7449.043032468398
1638186000000,7186.0639531968145
1638186300000,7340.099295462885
1638186600000,7459.937954468842
1638186900000,6967.669861669977
1638187200000,7007.115366398891
1638187500000,7109.861406334676
1638187800000,7835.277434595628
1638188100000,7701.722547866181
1638188400000,8345.41992420127
1638188700000,7865.826842329261
1638189000000,7194.573921529809
1638189300000,7520.153098468048
1638189600000,8008.345058804359
1638189900000,7852.316199464015
1638190200000,7200.121375667368
1638190500000,7967.422956529481
1638190800000,8188.8755686670875
1638191100000,7953.363082124997
1638191400000,7794.425794005413
1638191700000,7765.293870803968
1638192000000,7724.575770663068
1638192300000,8035.186731798846
1638192600000,7568.630537800588
1638192900000,7808.704500395349
1638193200000,8338.69369426296
1638193500000,7510.543320263484
1638193800000,7485.602609263151
1638194100000,7676.393782935338
1638194400000,7013.418886396296
1638194700000,7256.852275863396
1638195000000,7998.502807802531
1638195300000,7358.467761866147
1638195600000,8315.451417530372
1638195900000,7125.794532531533
1638196200000,7567.847453534341
1638196500000,7441.495688533905
1638196800000,8100.709626398748
1638197100000,8211.163108868883
1638197400000,7837.332997661967
1638197700000,7506.127303399505
1638198000000,7531.390864136726
1638198300000,8725.069617800667
1638198600000,8144.781403467884
1638198900000,7491.871000867832
1638199200000,7542.112373400839
1638199500000,8171.760064933672
1638199800000,7859.101143530764
1638200100000,6856.286437199742
1638200400000,7537.839203810712
1638200700000,7174.546909639531
1638201000000,7108.077904235997
1638201300000,7433.022210477322
1638201600000,7839.720493093011
1638201900000,5802.920114316313
1638202200000,5203.31536906642
1638202500000,4596.515322123448
1638202800000,6640.674181596525
1638203100000,5601.4316441473875
1638203400000,5162.673522135298
1638203700000,5387.911712486202
1638204000000,6130.188453999266
1638204300000,6283.680378153197
1638204600000,6250.742921087658
1638204900000,6430.984957158125
1638205200000,6594.151815884385
1638205500000,6823.81531760346
1638205800000,6722.990579564794
1638206100000,6185.566624584053
1638206400000,7624.802961696696
1638206700000,6478.009620199236
1638207000000,7240.4207105973455
1638207300000,6931.929287757799
1638207600000,7233.291131808194
1638207900000,7531.792269073048
1638208200000,7596.122249541063
1638208500000,8548.047011793824
1638208800000,8128.786907397443
1638209100000,8321.7806813491
1638209400000,7679.6750195350905
1638209700000,7239.979950139833
1638210000000,7207.41377213185
1638210300000,7500.121179995965
1638210600000,6914.087845264521
1638210900000,7236.1162275296165
1638211200000,7146.266445769715
1638211500000,8982.93668549727
1638211800000,8593.356800599395
1638212100000,8035.2690748183695
1638212400000,7082.090199333794
1638212700000,7487.292288332427
1638213000000,8011.212324462735
1638213300000,7953.775403796529
1638213600000,7547.122884861983
1638213900000,6910.179493333786
1638214200000,7114.478312469919
1638214500000,7457.436048400451
1638214800000,7252.492401603559
1638215100000,6707.373259733321
1638215400000,7630.53837449191
1638215700000,7869.818027701968
1638216000000,7516.3352839882455
1638216300000,7415.621438607833
1638216600000,7508.976470702782
1638216900000,8252.001408001342
1638217200000,7140.803095395767
1638217500000,7910.707057102627
1638217800000,7483.2935327920495
1638218100000,7522.314890804228
1638218400000,7003.351243597172
1638218700000,9302.715401301612
1638219000000,6909.223090692285
1638219300000,8213.157496602253
1638219600000,8038.764105302107
1638219900000,6873.401501395165
1638220200000,7468.505352196917
